,paragraph,split_paragraph
140,"The buttons on the front of your television set are the interface between you and the electrical wiring on the other side of its plastic casing. You press the ""power"" button to toggle the television on and off. In this example, your particular television is the instance, each method is represented by a button, and all the buttons together compose the interface other television sets that are the same model as yours would have the same interface. In its most common form, an interface is a specification of a group of related methods without any associated implementation of the methods.","['button', 'television', 'set', 'interface', 'electrical', 'wiring', 'plastic', 'casing', 'press', 'power', 'button', 'toggle', 'television', 'example', 'particular', 'television', 'instance', 'method', 'represent', 'button', 'button', 'compose', 'interface', 'television', 'set', 'model', 'interface', 'common', 'form', 'interface', 'specification', 'group', 'related', 'method', 'associate', 'implementation', 'method']"
141,"A television set also has a myriad of attributes, such as size and whether it supports colour, which together comprise its structure. A class represents the full description of a television, including its attributes structure and buttons interface.","['television', 'set', 'myriad', 'attribute', 'size', 'support', 'colour', 'comprise', 'structure', 'class', 'represent', 'description', 'television', 'include', 'attribute', 'structure', 'button', 'interface']"
142,"Getting the total number of televisions manufactured could be a static method of the television class. This method is clearly associated with the class, yet is outside the domain of each individual instance of the class. A static method that finds a particular instance out of the set of all television objects is another example.","['get', 'total', 'number', 'television', 'manufacture', 'static', 'method', 'television', 'class', 'method', 'clearly', 'associate', 'class', 'outside', 'domain', 'individual', 'instance', 'class', 'static', 'method', 'find', 'particular', 'instance', 'set', 'television', 'object', 'example']"
143,The following is a common set of access specifiers:10,"['follow', 'common', 'set', 'access', 'specifiers']"
144,"Although many object-oriented languages support the above access specifiers, their semantics may differ.","['object', 'orient', 'language', 'support', 'access', 'specifier', 'semantic', 'differ']"
145,"Object-oriented design uses the access specifiers in conjunction with careful design of public method implementations to enforce class invariants—constraints on the state of the objects. A common usage of access specifiers is to separate the internal data of a class from its interface: the internal structure is made private, while public accessor methods can be used to inspect or alter such private data.","['object', 'orient', 'design', 'use', 'access', 'specifier', 'conjunction', 'careful', 'design', 'public', 'method', 'implementation', 'enforce', 'class', 'invariant', 'constraint', 'state', 'object', 'common', 'usage', 'access', 'specifier', 'separate', 'internal', 'datum', 'class', 'interface', 'internal', 'structure', 'private', 'public', 'accessor', 'method', 'inspect', 'alter', 'private', 'datum']"
146,"Access specifiers do not necessarily control visibility, in that even private members may be visible to client external code. In some languages, an inaccessible but visible member may be referred to at run-time for example, by a pointer returned from a member function, but an attempt to use it by referring to the name of the member from client code will be prevented by the type checker.11","['access', 'specifier', 'necessarily', 'control', 'visibility', 'private', 'member', 'visible', 'client', 'external', 'code', 'language', 'inaccessible', 'visible', 'member', 'refer', 'run', 'time', 'example', 'pointer', 'return', 'member', 'function', 'attempt', 'use', 'refer', 'member', 'client', 'code', 'prevent', 'type', 'checker']"
147,"The various object-oriented programming languages enforce member accessibility and visibility to various degrees, and depending on the language's type system and compilation policies, enforced at either compile-time or run-time. For example, the Java language does not allow client code that accesses the private data of a class to compile. 12 In the C++ language, private methods are visible, but not accessible in the interface; however, they may be made invisible by explicitly declaring fully abstract classes that represent the interfaces of the class.13","['object', 'orient', 'programming', 'language', 'enforce', 'member', 'accessibility', 'visibility', 'degree', 'depend', 'language', 'type', 'system', 'compilation', 'policy', 'enforce', 'compile', 'time', 'run', 'time', 'example', 'java', 'language', 'allow', 'client', 'code', 'access', 'private', 'datum', 'class', 'compile', 'c++', 'language', 'private', 'method', 'visible', 'accessible', 'interface', 'invisible', 'explicitly', 'declare', 'fully', 'abstract', 'class', 'represent', 'interface', 'class']"
148,Some languages feature other accessibility schemes:,"['language', 'feature', 'accessibility', 'scheme']"
149,"In addition to the design of standalone classes, programming languages may support more advanced class design based upon relationships between classes. The inter-class relationship design capabilities commonly provided are compositional and hierarchical.","['addition', 'design', 'standalone', 'class', 'programming', 'language', 'support', 'advanced', 'class', 'design', 'base', 'relationship', 'class', 'inter', 'class', 'relationship', 'design', 'capability', 'commonly', 'provide', 'compositional', 'hierarchical']"
150,"Classes can be composed of other classes, thereby establishing a compositional relationship between the enclosing class and its embedded classes. Compositional relationship between classes is also commonly known as a has-a relationship.16 For example, a class ""Car"" could be composed of and contain a class ""Engine"". Therefore, a Car has an Engine. One aspect of composition is containment, which is the enclosure of component instances by the instance that has them. If an enclosing object contains component instances by value, the components and their enclosing object have a similar lifetime. If the components are contained by reference, they may not have a similar lifetime.17 For example, in Objective-C 2.0:","['class', 'compose', 'class', 'establish', 'compositional', 'relationship', 'enclose', 'class', 'embed', 'class', 'compositional', 'relationship', 'class', 'commonly', 'know', 'relationship', 'example', 'class', 'car', 'compose', 'contain', 'class', 'engine', 'car', 'engine', 'aspect', 'composition', 'containment', 'enclosure', 'component', 'instance', 'instance', 'enclose', 'object', 'contain', 'component', 'instance', 'value', 'component', 'enclose', 'object', 'similar', 'lifetime', 'component', 'contain', 'reference', 'similar', 'lifetime', 'example', 'objective', '2']"
151,"This Car class has an instance of NSString a string object, Engine, and NSArray an array object.","['car', 'class', 'instance', 'nsstring', 'string', 'object', 'engine', 'nsarray', 'array', 'object']"
